id,mssubclass,mszoning,lotfrontage,lotarea,lotshape,landcontour,bldgtype,landslope,housestyle,overallqual,overallcond,yearbuilt,yearremodadd,roofstyle,roofmatl,exterior1st,masvnrtype,masvnrarea,exterqual,extercond,foundation,mosold,yrsold,saletype,salecondition,saleprice,lotshape_r,lotshape_desc,landcontour_r,landcontour_desc,bldgtype_r,bldgtype_desc,landslope_r,landslope_desc,housestyle_r,housestyle_desc,roofstyle_r,roofstyle_desc,roofmatl_r,roofmatl_desc,exterior1st_r,exterior1st_desc,masvnrtype_r,masvnrtype_desc,exterqual_r,exterqual_desc,extercond_r,extercond_desc,foundation_r,foundation_desc,saletype_r,saletype_desc,salecondition_r,salecondition_desc,monthyear
887,90,RL,70.0,8393,Reg,Lvl,Duplex,Gtl,1Story,5,5,1959,2005,Gable,CompShg,MetalSd,BrkFace,122.0,TA,TA,CBlock,6,2006,WD,Family,145000,0,Regular,0,Near Flat/Level,2,Duplex,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,4,Sale between family members,2006-06-01
888,50,RL,59.0,16466,IR1,Lvl,1Fam,Gtl,1.5Fin,5,7,1955,1955,Gable,CompShg,MetalSd,None,0.0,TA,Gd,PConc,4,2008,WD,Normal,135500,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,1.0,Good,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2008-04-01
889,20,RL,95.0,15865,IR1,Lvl,1Fam,Mod,1Story,8,6,1970,1970,Flat,Tar&Grv,Wd Sdng,None,0.0,Gd,Gd,PConc,10,2007,WD,Normal,268000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,1,Moderate Slope,0,One story,0,Flat,5,Gravel & Tar,5,Wood Siding,3.0,None,1.0,Good,1.0,Good,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-10-01
890,20,RL,128.0,12160,Reg,Lvl,1Fam,Gtl,1Story,6,4,1953,1953,Hip,CompShg,Wd Sdng,BrkFace,90.0,TA,TA,CBlock,2,2009,WD,Normal,149500,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Wood Siding,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2009-02-01
891,50,RL,60.0,8064,Reg,Lvl,1Fam,Gtl,1.5Fin,5,7,1949,2006,Gable,CompShg,MetalSd,None,0.0,TA,Gd,CBlock,7,2007,WD,Normal,122900,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,1.0,Good,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-07-01
892,60,RL,70.0,11184,Reg,Lvl,1Fam,Gtl,2Story,6,5,1978,1978,Hip,CompShg,HdBoard,BrkFace,92.0,TA,TA,CBlock,7,2009,WD,Normal,172500,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,3,Hip,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2009-07-01
893,20,RL,70.0,8414,Reg,Lvl,1Fam,Gtl,1Story,6,8,1963,2003,Hip,CompShg,HdBoard,None,0.0,TA,TA,CBlock,2,2006,WD,Normal,154500,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Hard Board,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2006-02-01
894,20,RL,,13284,Reg,Lvl,1Fam,Gtl,1Story,5,5,1954,1954,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,PConc,6,2008,WD,Normal,165000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2008-06-01
895,90,RL,64.0,7018,Reg,Bnk,Duplex,Gtl,1Story,5,5,1979,1979,Gable,CompShg,Plywood,None,0.0,TA,TA,Slab,6,2009,WD,Alloca,118858,0,Regular,1,anked - Quick and significant rise from street grade to building,2,Duplex,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Plywood,3.0,None,0.0,Average,0.0,Average,3,Slab,0,Warranty Deed - Conventional,3,"Allocation - two linked properties with separate deeds, typically condo with a garage unit",2009-06-01
896,60,RL,71.0,7056,Reg,Lvl,1Fam,Gtl,2Story,6,5,1963,1963,Hip,CompShg,HdBoard,BrkFace,415.0,TA,TA,CBlock,10,2008,WD,Normal,140000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,3,Hip,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-10-01
897,30,RM,50.0,8765,Reg,Lvl,1Fam,Gtl,1Story,4,6,1936,1950,Gable,CompShg,Wd Sdng,None,0.0,TA,TA,BrkTil,4,2006,WD,Abnorml,106500,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,0,Warranty Deed - Conventional,1,"Abnormal Sale -  trade, foreclosure, short sale",2006-04-01
898,90,RL,64.0,7018,Reg,Lvl,Duplex,Gtl,2Story,5,5,1979,1979,Gable,CompShg,Plywood,None,0.0,TA,TA,Slab,6,2009,WD,Alloca,142953,0,Regular,0,Near Flat/Level,2,Duplex,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Plywood,3.0,None,0.0,Average,0.0,Average,3,Slab,0,Warranty Deed - Conventional,3,"Allocation - two linked properties with separate deeds, typically condo with a garage unit",2009-06-01
899,20,RL,100.0,12919,IR1,Lvl,1Fam,Gtl,1Story,9,5,2009,2010,Hip,CompShg,VinylSd,Stone,760.0,Ex,TA,PConc,3,2010,New,Partial,611657,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,4.0,Stone,2.0,Excellent,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2010-03-01
900,20,RL,65.0,6993,Reg,Lvl,1Fam,Gtl,1Story,5,7,1961,1994,Gable,CompShg,HdBoard,None,0.0,TA,TA,CBlock,6,2006,WD,Normal,135000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2006-06-01
901,20,RL,,7340,IR1,Lvl,1Fam,Gtl,1Story,4,6,1971,1971,Gable,CompShg,HdBoard,None,0.0,TA,TA,CBlock,6,2007,WD,Normal,110000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-06-01
902,20,RL,64.0,8712,IR1,Lvl,1Fam,Gtl,1Story,5,7,1957,2000,Hip,CompShg,MetalSd,None,0.0,TA,Gd,CBlock,5,2009,WD,Normal,153000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,1.0,Good,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2009-05-01
903,60,RL,63.0,7875,Reg,Lvl,1Fam,Gtl,2Story,7,5,2003,2003,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,7,2006,WD,Normal,180000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2006-07-01
904,20,RL,50.0,14859,IR1,HLS,1Fam,Gtl,1Story,7,5,2006,2006,Hip,CompShg,VinylSd,BrkFace,27.0,Gd,TA,PConc,8,2006,New,Partial,240000,1,Slightly Irregular,3,Hillside - Significant slope from side to side,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2006-08-01
905,20,RL,,6173,IR1,Lvl,1Fam,Gtl,1Story,5,6,1967,1967,Gable,CompShg,HdBoard,BrkFace,75.0,TA,TA,CBlock,8,2007,WD,Normal,125500,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-08-01
906,20,RL,80.0,9920,Reg,Lvl,1Fam,Gtl,1Story,5,5,1954,1954,Gable,CompShg,HdBoard,Stone,110.0,TA,TA,CBlock,2,2010,WD,Normal,128000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,4.0,Stone,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2010-02-01
907,20,RL,116.0,13501,IR1,Lvl,1Fam,Gtl,1Story,8,5,2006,2006,Gable,CompShg,VinylSd,Stone,208.0,Gd,TA,PConc,6,2007,WD,Normal,255000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,4.0,Stone,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-06-01
908,50,RL,86.0,11500,IR1,Lvl,1Fam,Gtl,1.5Fin,7,7,1936,1987,Gable,CompShg,BrkFace,None,0.0,Gd,TA,CBlock,6,2006,WD,Normal,250000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,3,Brick Face,3.0,None,1.0,Good,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2006-06-01
909,20,RL,,8885,IR1,Low,1Fam,Mod,1Story,5,5,1983,1983,Gable,CompShg,HdBoard,None,0.0,TA,TA,CBlock,6,2006,WD,Normal,131000,1,Slightly Irregular,2,Depression,0,Single-family Detached,1,Moderate Slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2006-06-01
910,60,RL,149.0,12589,IR2,Lvl,1Fam,Gtl,2Story,6,5,2005,2005,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,6,2009,WD,Normal,174000,2,Moderately Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-06-01
911,90,RL,80.0,11600,Reg,Lvl,Duplex,Gtl,2Story,5,5,1960,1960,Gable,CompShg,MetalSd,BrkFace,361.0,TA,TA,CBlock,1,2010,WD,Normal,154300,0,Regular,0,Near Flat/Level,2,Duplex,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2010-01-01
912,20,RL,,9286,IR1,Lvl,1Fam,Mod,1Story,5,7,1977,1989,Gable,CompShg,HdBoard,None,0.0,TA,TA,CBlock,10,2009,WD,Normal,143500,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,1,Moderate Slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2009-10-01
913,30,RM,51.0,6120,Reg,Lvl,1Fam,Gtl,1Story,5,7,1925,1950,Gable,CompShg,MetalSd,None,0.0,TA,TA,BrkTil,7,2006,WD,Abnorml,88000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,0,Brick & Tile,0,Warranty Deed - Conventional,1,"Abnormal Sale -  trade, foreclosure, short sale",2006-07-01
914,90,RH,82.0,6270,Reg,HLS,Duplex,Gtl,2Story,5,6,1949,1950,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,8,2007,WD,Normal,145000,0,Regular,3,Hillside - Significant slope from side to side,2,Duplex,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-08-01
915,160,FV,30.0,3000,Reg,Lvl,TwnhsE,Gtl,2Story,6,5,2009,2009,Gable,CompShg,VinylSd,Stone,76.0,Gd,TA,PConc,6,2009,New,Partial,173733,0,Regular,0,Near Flat/Level,3,Townhouse End Unit,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,4.0,Stone,1.0,Good,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2009-06-01
916,160,RM,21.0,2001,Reg,Lvl,Twnhs,Gtl,2Story,4,5,1970,1970,Gable,CompShg,CemntBd,BrkFace,80.0,TA,TA,CBlock,1,2007,WD,Normal,75000,0,Regular,0,Near Flat/Level,4,ownhouse Inside Unit,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Cement Board,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-01-01
917,20,C (all),50.0,9000,Reg,Lvl,1Fam,Gtl,1Story,2,3,1949,1950,Gable,CompShg,AsbShng,None,0.0,TA,TA,CBlock,10,2006,WD,Abnorml,35311,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,0,Asbestos Shingles,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,1,"Abnormal Sale -  trade, foreclosure, short sale",2006-10-01
918,20,RL,,17140,Reg,Lvl,1Fam,Gtl,1Story,4,6,1956,1956,Gable,CompShg,VinylSd,None,0.0,TA,TA,CBlock,4,2009,WD,Normal,135000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2009-04-01
919,60,RL,103.0,13125,IR1,Lvl,1Fam,Gtl,2Story,7,5,1991,1991,Gable,CompShg,HdBoard,None,0.0,Gd,TA,PConc,11,2007,WD,Normal,238000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-11-01
920,20,RL,87.0,11029,IR1,Lvl,1Fam,Gtl,1Story,6,8,1958,2002,Hip,CompShg,MetalSd,None,0.0,Ex,TA,CBlock,5,2008,WD,Normal,176500,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,2.0,Excellent,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-05-01
921,60,RL,70.0,8462,IR1,Lvl,1Fam,Gtl,2Story,6,5,1994,1994,Gable,CompShg,HdBoard,BrkFace,105.0,Gd,Gd,PConc,7,2007,WD,Normal,201000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,1.0,Good,1.0,Good,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-07-01
922,90,RL,67.0,8777,Reg,Lvl,Duplex,Gtl,1.5Fin,5,7,1900,2003,Gable,CompShg,MetalSd,None,0.0,TA,TA,CBlock,9,2008,WD,Normal,145900,0,Regular,0,Near Flat/Level,2,Duplex,0,Gentle slope,1,One and one-half story: 2nd level finished,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-09-01
923,20,RL,65.0,10237,Reg,Lvl,1Fam,Gtl,1Story,6,5,2005,2006,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,10,2006,New,Partial,169990,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2006-10-01
924,120,RL,50.0,8012,Reg,Lvl,TwnhsE,Gtl,1Story,6,5,1993,1994,Gable,CompShg,Plywood,None,0.0,Gd,TA,PConc,7,2008,WD,Normal,193000,0,Regular,0,Near Flat/Level,3,Townhouse End Unit,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Plywood,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2008-07-01
925,20,RL,79.0,10240,Reg,Lvl,1Fam,Gtl,1Story,6,6,1980,1980,Gable,CompShg,Plywood,BrkFace,157.0,TA,Gd,CBlock,5,2006,WD,Normal,207500,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Plywood,1.0,Brick Face,0.0,Average,1.0,Good,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2006-05-01
926,20,RL,,15611,IR1,Lvl,1Fam,Gtl,1Story,5,6,1977,1977,Gable,CompShg,VinylSd,None,0.0,TA,TA,PConc,3,2008,WD,Abnorml,175000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,1,"Abnormal Sale -  trade, foreclosure, short sale",2008-03-01
927,60,RL,93.0,11999,Reg,Lvl,1Fam,Gtl,2Story,8,5,2003,2004,Hip,CompShg,VinylSd,BrkFace,340.0,Gd,TA,PConc,5,2007,WD,Normal,285000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-05-01
928,60,RL,,9900,Reg,Lvl,1Fam,Gtl,2Story,7,5,1968,1968,Gable,CompShg,MetalSd,BrkFace,342.0,TA,TA,CBlock,4,2008,WD,Normal,176000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,1.0,Brick Face,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-04-01
929,20,RL,,11838,Reg,Lvl,1Fam,Gtl,1Story,8,5,2001,2001,Hip,CompShg,VinylSd,None,0.0,Gd,TA,PConc,6,2009,WD,Normal,236500,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-06-01
930,60,RL,,13006,IR1,Lvl,1Fam,Gtl,2Story,7,5,1997,1997,Gable,CompShg,HdBoard,BrkFace,285.0,TA,TA,PConc,11,2006,WD,Normal,222000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,1.0,Brick Face,0.0,Average,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2006-11-01
931,20,RL,73.0,8925,IR1,HLS,1Fam,Gtl,1Story,8,5,2007,2007,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,7,2009,WD,Normal,201000,1,Slightly Irregular,3,Hillside - Significant slope from side to side,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-07-01
932,20,RL,70.0,9100,Reg,Lvl,1Fam,Gtl,1Story,5,6,1965,1965,Gable,CompShg,VinylSd,None,0.0,TA,TA,CBlock,7,2009,WD,Normal,117500,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2009-07-01
933,20,RL,84.0,11670,IR1,Lvl,1Fam,Gtl,1Story,9,5,2006,2006,Hip,CompShg,VinylSd,Stone,302.0,Ex,TA,PConc,3,2007,WD,Normal,320000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,3,Hip,1,Standard (Composite) Shingle,5,Vinyl Siding,4.0,Stone,2.0,Excellent,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2007-03-01
934,20,RL,63.0,8487,Reg,Lvl,1Fam,Gtl,1Story,7,5,2004,2004,Gable,CompShg,VinylSd,BrkFace,210.0,Gd,TA,PConc,8,2009,WD,Normal,190000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-08-01
935,20,RL,313.0,27650,IR2,HLS,1Fam,Mod,1Story,7,7,1960,2007,Flat,Tar&Grv,Wd Sdng,None,0.0,TA,TA,CBlock,11,2008,WD,Normal,242000,2,Moderately Irregular,3,Hillside - Significant slope from side to side,0,Single-family Detached,1,Moderate Slope,0,One story,0,Flat,5,Gravel & Tar,5,Wood Siding,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2008-11-01
936,30,RL,52.0,5825,IR1,Lvl,1Fam,Gtl,1Story,4,5,1926,1953,Gable,CompShg,MetalSd,BrkFace,108.0,TA,Gd,PConc,6,2006,WD,Normal,79900,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,1.0,Brick Face,0.0,Average,1.0,Good,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2006-06-01
937,20,RL,67.0,10083,Reg,Lvl,1Fam,Gtl,1Story,7,5,2003,2003,Gable,CompShg,VinylSd,,,Gd,TA,PConc,8,2009,WD,Normal,184900,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,,,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-08-01
938,60,RL,75.0,9675,Reg,Lvl,1Fam,Gtl,2Story,7,5,2005,2005,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,2,2009,WD,Normal,253000,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-02-01
939,60,RL,73.0,8760,Reg,Lvl,1Fam,Gtl,2Story,7,5,2006,2006,Gable,CompShg,VinylSd,None,0.0,Gd,TA,PConc,8,2006,New,Partial,239799,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,3.0,None,1.0,Good,0.0,Average,2,Poured Contrete,3,Home just constructed and sold,5,Home was not completed when last assessed (associated with New Homes),2006-08-01
940,70,RL,,24090,Reg,Lvl,1Fam,Gtl,2Story,7,7,1940,1950,Gable,CompShg,MetalSd,None,0.0,TA,Gd,CBlock,6,2010,COD,Normal,244400,0,Regular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,1.0,Good,1,Cinder Block,4,Court Officer Deed/Estate,0,Normal Sale,2010-06-01
941,90,RL,55.0,12640,IR1,Lvl,Duplex,Gtl,1Story,6,5,1976,1976,Gable,CompShg,Plywood,None,0.0,TA,TA,CBlock,7,2006,WD,Normal,150900,1,Slightly Irregular,0,Near Flat/Level,2,Duplex,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Plywood,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2006-07-01
942,60,RL,,8755,IR1,Lvl,1Fam,Gtl,2Story,7,5,1999,1999,Gable,CompShg,VinylSd,BrkFace,298.0,Gd,TA,PConc,6,2009,WD,Normal,214000,1,Slightly Irregular,0,Near Flat/Level,0,Single-family Detached,0,Gentle slope,3,Two Storey,1,Gable,1,Standard (Composite) Shingle,5,Vinyl Siding,1.0,Brick Face,1.0,Good,0.0,Average,2,Poured Contrete,0,Warranty Deed - Conventional,0,Normal Sale,2009-06-01
943,90,RL,42.0,7711,IR1,Lvl,Duplex,Gtl,1Story,4,3,1977,1977,Gable,CompShg,MetalSd,None,0.0,TA,TA,PConc,8,2007,Oth,Abnorml,150000,1,Slightly Irregular,0,Near Flat/Level,2,Duplex,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Metal Siding,3.0,None,0.0,Average,0.0,Average,2,Poured Contrete,9,Other,1,"Abnormal Sale -  trade, foreclosure, short sale",2007-08-01
944,90,RL,100.0,25000,Reg,Low,Duplex,Gtl,1Story,5,4,1967,1967,Gable,CompShg,HdBoard,None,0.0,TA,TA,CBlock,6,2007,WD,Normal,143000,0,Regular,2,Depression,2,Duplex,0,Gentle slope,0,One story,1,Gable,1,Standard (Composite) Shingle,5,Hard Board,3.0,None,0.0,Average,0.0,Average,1,Cinder Block,0,Warranty Deed - Conventional,0,Normal Sale,2007-06-01
